id,type,code_name,repository,commit_hash
5083,function,org.apache.tez.runtime.library.common.security.SecureShuffleUtils.verifyReply String|String|SecretKey,git@github.com:apache/tez.git,d5675c332497c1ac1dedefdf91e87476b5c0d7a9
5086,function,com.google.security.zynamics.reil.translators.arm.ARMSmlsdTranslator#translateCore ITranslationEnvironment|IInstruction|List<ReilInstruction>,git@github.com:google/binnavi.git,8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2
5087,function,org.apache.beam.sdk.io.synthetic.SyntheticOptions.SamplerDeserializer#deserialize JsonParser|DeserializationContext,git@github.com:apache/beam.git,a956ff77a8448e5f2c12f6695fec608348b5ab60
5092,class,org.apache.bookkeeper.bookie.EntryLogManagerBase,git@github.com:apache/bookkeeper.git,f26a4cae0e9205ad391c6d4d79f2937871864c28
5093,class,org.apache.storm.starter.trident.TridentFastWordCount.Split,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559
5350,function,org.springframework.core.ResolvableType.forType Type|TypeProvider|VariableResolver,git@github.com:spring-projects/spring-framework.git,3a0f309e2c9fdbbf7fb2d348be861528177f8555
5353,function,org.apache.hadoop.mapred.NotRunningJob#killTaskAttempt KillTaskAttemptRequest,git@github.com:apache/hadoop.git,128dd91e10080bdcbcd7d555fa3c4105e55a6b51
5354,class,com.ibm.dtfj.image.j9.ImageFactory.JarFilter,git@github.com:eclipse/openj9.git,4911084853eb75b20e037c434ad4521b7317ebfb
5358,function,org.apache.beam.runners.dataflow.worker.util.common.worker.ProgressTrackerGroup.Tracker#saw T,git@github.com:apache/beam.git,a956ff77a8448e5f2c12f6695fec608348b5ab60
5361,function,org.apache.hadoop.mapred.gridmix.ReadRecordFactory#close,git@github.com:apache/hadoop-mapreduce.git,307cb5b316e10defdbbc228d8cdcdb627191ea15
5362,function,org.apache.syncope.core.logic.ReportTemplateLogic#delete String,git@github.com:apache/syncope.git,114c412afbfba24ffb4fbc804e5308a823a16a78
5367,function,org.eclipse.n4js.ts.ui.contentassist.antlr.lexer.InternalTypesLexer#mThis_1,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908
5368,class,org.apache.axis2.transport.testkit.ManagedTestSuite,git@github.com:apache/axis2-java.git,372582df483eb7991f85b6d0e765aec62339cdb7
5369,class,org.apache.axis2.transport.testkit.ManagedTestSuite,git@github.com:apache/axis2-java.git,372582df483eb7991f85b6d0e765aec62339cdb7
5370,function,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.get_table_objects_by_name_req_result#setSuccessIsSet boolean,git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53
5371,function,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.get_table_objects_by_name_req_result#setSuccessIsSet boolean,git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53
5372,class,org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.Processor.cancel_delegation_token,git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53
5377,class,com.google.security.zynamics.binnavi.API.helpers.ProgressDialog,git@github.com:google/binnavi.git,8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2
5378,class,org.apache.brooklyn.cli.Main.LaunchCommand,git@github.com:apache/incubator-brooklyn.git,337a5d22d5e9c98cc96ea1085383cbed1ee0b741
5382,class,jdk.internal.net.http.ConnectionPool,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb
5384,class,org.apache.hadoop.hbase.client.AsyncBufferedMutatorBuilder,git@github.com:apache/hbase.git,44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f
5386,class,org.apache.karaf.jndi.command.NamesCommand,git@github.com:apache/karaf.git,4f180ea216c284d21b2d4efa6292b2495a3c8ea7
5390,class,org.apache.cloudstack.api.command.user.firewall.DeleteFirewallRuleCmd,git@github.com:apache/cloudstack.git,8d3feb100aab4a45b31a789f444038b892161eec
5392,class,org.eclipse.xtext.xbase.lib.util.ToStringHelper,git@github.com:eclipse/xtext-lib.git,338fb2381278a5ea2cd24ba77d74e4889db56cfa
5394,class,org.apache.hc.core5.http.impl.CharCodingSupport,git@github.com:apache/httpcomponents-core.git,589fe21a0bd3481431f08d296fff1e323a8f497d
5397,class,com.sun.tools.javac.comp.Operators.BinaryOperatorHelper,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb
5398,function,com.github.ambry.tools.admin.ServerAdminTool#controlBlobStore DataNodeId|PartitionId|short|boolean,git@github.com:linkedin/ambry.git,1d2e455556058b83f5145740b7f2c5772fa37e1b
5400,function,org.eclipse.xtext.idea.sdomain.idea.parser.antlr.internal.PsiInternalSDomainParser#entryRuleType,git@github.com:eclipse/xtext-idea.git,3aa1424ae35f1942dd7c3a457057006f9131de5e
5403,class,org.apache.uima.cas.impl.IntIterator4bag,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
5404,class,com.facebook.ads.sdk.Targeting,git@github.com:facebook/facebook-java-business-sdk.git,561f1a75e1220b55a160a1b92b0187f72be9cd08
5407,class,org.apache.ambari.server.audit.request.eventcreator.HostEventCreator,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13
5408,function,com.sun.tools.javac.code.Type.CapturedType#cloneWithMetadata TypeMetadata,git@github.com:google/error-prone-javac.git,a53d069bbdb2c60232ed3811c19b65e41c3e60e0
5410,function,org.apache.directory.api.ldap.model.schema.registries.ImmutableComparatorRegistry#iterator,git@github.com:apache/directory-ldap-api.git,5b93e102556ad2191b5d30411708410d1b1a9d71
5413,function,org.apache.hadoop.ipc.RpcClientUtil.ProtoSigCacheKey#hashCode,git@github.com:apache/hadoop-common.git,42a61a4fbc88303913c4681f0d40ffcc737e70b5
5414,function,com.facebook.ads.sdk.AdLabel.APIRequestGetAdCreatives#requestField String|boolean,git@github.com:facebook/facebook-java-business-sdk.git,561f1a75e1220b55a160a1b92b0187f72be9cd08
5417,function,java.nio.HeapByteBuffer#put byte,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a
5419,function,org.apache.geode.cache.ResumptionAction.fromName String,git@github.com:apache/geode.git,8fd839e8b73e40bd2dfd14f331b587431bd35a66
5421,class,org.apache.wicket.examples.compref.CheckGroupPage,git@github.com:apache/wicket.git,c2d344219ef8046508ca40653c9de485b3cbd4c4
5422,class,org.apache.kafka.clients.admin.DeleteAclsResult,git@github.com:apache/kafka.git,c74acb24eb1da5d16cc2721a63931cd87f79ec66
5424,class,org.eclipse.collections.impl.block.factory.Functions.NullSafeFunction,git@github.com:eclipse/eclipse-collections.git,fa40c9aadbd36fb08f05a60b200e92ace40a7bfd
5426,class,org.eclipse.che.ide.core.StandardComponentInitializer,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201
5428,function,org.apache.druid.segment.loading.StorageLocation#removeSegment DataSegment,git@github.com:apache/incubator-druid.git,8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5
5431,class,org.apache.camel.component.quickfixj.QuickfixjEndpoint,git@github.com:apache/camel.git,8a85a70643c4d6eec2d3abddeea44ecb06c2f486
5432,class,org.apache.hadoop.fs.Options.CreateOpts.Perms,git@github.com:apache/hadoop.git,128dd91e10080bdcbcd7d555fa3c4105e55a6b51
5437,function,org.eclipse.gef.geometry.projective.Vector3D#equals Object,git@github.com:eclipse/gef.git,8f2649b90ab14a1bb010188036d4eedf7586e123
5439,function,org.apache.commons.math4.ml.clustering.KMeansPlusPlusClusterer#getPointFromLargestNumberCluster Collection<? extends Cluster<T>>,git@github.com:apache/commons-math.git,f3719d89ab6a928e8618bbe6a7da8214d9d6eb07
5440,function,org.apache.james.mailrepository.cassandra.CassandraMailRepositoryMailDAO#toByteBuffer Serializable,git@github.com:apache/james-project.git,fa24a096a5853459c3769a34ccc68feb91626bfa
5443,function,org.apache.cocoon.components.source.impl.CachingSource#setResponse CachedSourceResponse,git@github.com:apache/cocoon.git,5d942db1ab41f8d31eb07b30c2c9ec5833c593c1
5445,class,org.apache.geode.modules.gatewaydelta.GatewayDeltaCreateEvent,git@github.com:apache/geode.git,8fd839e8b73e40bd2dfd14f331b587431bd35a66
5447,function,org.apache.catalina.tribes.membership.MembershipProviderBase#hasMembers,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad
5448,function,org.apache.james.mailbox.elasticsearch.query.CriterionConverter#convertCustomFlagCriterion SearchQuery.CustomFlagCriterion,git@github.com:apache/james-project.git,fa24a096a5853459c3769a34ccc68feb91626bfa
5450,function,org.eclipse.dawnsci.analysis.dataset.roi.fitting.EllipseFitter.generateCoordinates Dataset|double[],git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4
5454,class,org.eclipse.xtext.common.types.descriptions.JvmDeclaredTypeSignatureHashProvider.SignatureHashBuilder,git@github.com:eclipse/xtext-extras.git,5634c291880cd46fe2f8e9a47e48ef88b85e8bda
5457,function,software.amazon.awssdk.utils.Logger#info Supplier<String>,git@github.com:aws/aws-sdk-java-v2.git,1d5d11e8087c93ab1a3a2d35193052e526fd123c
5458,class,org.apache.pinot.common.utils.ZkStarter.PublicZooKeeperServerMain,git@github.com:apache/incubator-pinot.git,d58f8bce4b59de096b4ee9fee61c679482dd1d7d
5461,function,io.mattcarroll.hover.HoverView#applyAttributes AttributeSet,git@github.com:google/hover.git,4242c499cf304dc88aaedbcfc61ef4bbaf8eaa0c
5463,class,org.apache.accumulo.core.security.VisibilityEvaluator,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909
5464,class,org.eclipse.birt.report.designer.internal.ui.views.data.providers.DataSourceNodeProvider,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf
5467,class,org.apache.sis.internal.jaxb.metadata.DQ_PositionalAccuracy,git@github.com:apache/sis.git,002121abc9b9826fbd51fac7150b3ee0c02cc88b
5468,class,org.apache.streams.cli.RdfFreemarkerCli,git@github.com:apache/streams.git,5427e72d02bd7f1904da05cdf033359690d2dd00
5471,class,org.apache.camel.component.mongodb.gridfs.springboot.GridFsComponentAutoConfiguration,git@github.com:apache/camel.git,8a85a70643c4d6eec2d3abddeea44ecb06c2f486
5472,function,com.ibm.dtfj.java.j9.JavaVMOption.JavaVMOption String|ImagePointer,git@github.com:eclipse/openj9.git,4911084853eb75b20e037c434ad4521b7317ebfb
5473,function,com.ibm.dtfj.java.j9.JavaVMOption.JavaVMOption String|ImagePointer,git@github.com:eclipse/openj9.git,4911084853eb75b20e037c434ad4521b7317ebfb
5474,class,org.eclipse.ceylon.compiler.java.codegen.StatementTransformer.CondList,git@github.com:eclipse/ceylon.git,d3994d6cd120c4df85952cd9432123b413cfd65a
5477,class,org.apache.geode.internal.cache.InternalCacheBuilder,git@github.com:apache/geode.git,8fd839e8b73e40bd2dfd14f331b587431bd35a66
5478,class,hivemall.ftvec.binning.BuildBinsUDAF.BuildBinsUDAFEvaluator,git@github.com:apache/incubator-hivemall.git,37293f64789fbf94d83560374610c1e12db6988c
5481,class,com.cloud.agent.api.HandleConfigDriveIsoCommand,git@github.com:apache/cloudstack.git,8d3feb100aab4a45b31a789f444038b892161eec
5482,class,org.eclipse.nebula.widgets.nattable.examples.examples._102_Configuration.AutomaticRowHeightExample,git@github.com:eclipse/nebula.widgets.nattable.git,02b4aba0e0b6998077b40e7d3f892743f7005023
5486,class,org.apache.drill.exec.server.rest.profile.OperatorWrapper,git@github.com:apache/drill.git,5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3
5489,class,com.facebook.buck.util.AbstractDirectoryCleanerArgs,git@github.com:facebook/buck.git,1bc8d383ea5cb153ca9bf4f2807e6be498648523
5491,class,org.apache.pivot.wtk.RollupStateListener.Listeners,git@github.com:apache/pivot.git,568543f3396648a646341fe077a714eb06d556c0
5495,class,org.apache.cxf.ws.rm.RMDeliveryInterceptor,git@github.com:apache/cxf.git,6bf89e9c8804c8845ec4d38583dd33eea8256439
5496,function,org.apache.stanbol.rules.manager.parse.RuleParserImpl#variable,git@github.com:apache/stanbol.git,2fcf471b467fb84e59491f4c54ba0a95924ab04a
5499,function,org.apache.qpid.jms.provider.amqp.AmqpTransactionContext.DischargeCompletion#onDischargeSuccess,git@github.com:apache/qpid-jms.git,59f62b111687072fad3302fb4c6f91a389b4c0e6
5500,class,org.apache.marmotta.commons.sesame.model.LiteralKey,git@github.com:apache/marmotta.git,28c9b8b0791ea1693578af302981a1358e56933d
5503,class,jdk.tools.jaotc.binformat.macho.MachOSymtab,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb
5504,function,org.apache.usergrid.corepersistence.CpEntityManager#getCounterNames,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f
5509,class,com.linkedin.restli.client.BatchCreateRequest,git@github.com:linkedin/rest.li.git,ad74aa98da8a55ad9c339d0769a3e8fb495765af
5510,class,org.eclipse.birt.chart.extension.aggregate.RunningCount,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf
5513,function,com.google.common.collect.ForwardingList#remove int,git@github.com:google/guava.git,be92294be598b9b6ff0bd1cae3335759dafcb534
5514,function,org.apache.activemq.artemis.core.client.impl.LargeMessageControllerImpl#getByte long,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54
5516,function,org.eclipse.eavp.viz.datastructures.resource.VisualizationResource#copy VisualizationResource,git@github.com:eclipse/eavp.git,20c1ce932e95084e386656526d0a2ac4197f786f
5518,function,com.microsoft.tfs.client.common.commands.helpers.NonFatalErrorHelper.NonFatalErrorHelper Workspace,git@github.com:Microsoft/team-explorer-everywhere.git,89ab2a4847aec8ec2afdf36c3f6287dd03bd558d
5521,function,org.eclipse.birt.data.engine.api.aggregation.AggregationManager#getAggregation String,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf
5523,function,reactor.core.publisher.MonoStreamCollector.StreamCollectorSubscriber#onSubscribe Subscription,git@github.com:reactor/reactor-core.git,3958e2fabf49e16229dda5df39e7cde46797ec51
5525,class,org.springframework.data.mongodb.repository.query.AbstractReactiveMongoQuery,git@github.com:spring-projects/spring-data-mongodb.git,3eb9d790b94e5a40660ef9c5cb262cbe684bbdcb
4545,class,org.apache.cayenne.modeler.action.CreateProcedureAction,git@github.com:apache/cayenne.git,5be5235ed1c02589b6300e9729cf3c308c0173e8
4547,class,org.apache.polygene.runtime.value.ValueInstance,git@github.com:apache/attic-polygene-java.git,031beef870302a0bd01bd5895ce849e00f2d5d5b
4549,class,org.eclipse.xtext.builder.impl.javasupport.ProjectClasspathChangeListener,git@github.com:eclipse/xtext-eclipse.git,0c7546b6aaf3644a77fc68eef9f3da368cbbeabd
4551,function,org.apache.storm.generated.SupervisorInfo#toString,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786
4552,class,org.jnosql.artemis.document.DocumentEntityPrePersist,git@github.com:eclipse/jnosql.git,9f03fa6ffe2dd4b538f7dbce424649aa4e484657
4555,function,org.apache.hadoop.hive.ql.optimizer.calcite.cost.HiveOnTezCostModel.TezBucketJoinAlgorithm#getCost HiveJoin,git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53
4556,class,org.eclipse.egit.github.core.Application,git@github.com:eclipse/egit-github.git,e9a4057a0cb71f9e659d88f82e6b24e98f74218d
4559,function,org.apache.servicecomb.it.schema.AnnotatedAttributeSpringmvcSchema#fromAttribute String|String|String,git@github.com:apache/servicecomb-java-chassis.git,72cd0e137c4a0c3b899adfa6e19e2fd590743014
4560,class,org.apache.airavata.api.Airavata.registerStorageResource_args.registerStorageResource_argsStandardScheme,git@github.com:apache/airavata.git,391843a00eefa7b6213e845f2f044b4e042894d5
4563,class,org.eclipse.buildship.core.internal.CorePlugin,git@github.com:eclipse/buildship.git,3111a7a9fe3e22d6123366686874ecd42aa2a53a
4565,class,example.actions.RegisterAction,git@github.com:apache/struts-examples.git,59674d7d79a806c12c23380895da007c292fc42f
4567,class,org.eclipse.triquetrum.workflow.model.provider.VertexItemProvider,git@github.com:eclipse/triquetrum.git,e4c5834ce3d68bd97820157d426a427dfe8e2a9b
4570,function,org.springframework.roo.felix.FelixDelegator#shell String,git@github.com:spring-projects/spring-roo.git,4a2e9f1eb17d4e49ad947503a63afef7d5a37842
4572,function,org.apache.asterix.dataflow.data.nontagged.hash.LongBinaryHashFunctionFactory#createBinaryHashFunction,git@github.com:apache/asterixdb.git,223d13a06c4a4a58408aeac19674ac1f36f5ff35
4574,class,org.eclipse.kapua.service.authorization.access.shiro.AccessRoleCreatorImpl,git@github.com:eclipse/kapua.git,11e610c657f7e473b52882833e33a2261bd3d67d
4575,class,org.apache.druid.indexing.worker.WorkerHistoryItem.TaskRemoval,git@github.com:apache/incubator-druid.git,8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5
4577,function,org.springframework.data.web.ProxyingHandlerMethodArgumentResolver#supportsParameter MethodParameter,git@github.com:spring-projects/spring-data-commons.git,48c9297118e18273a0a3dfe3cf2f9a8ffd8fdca7
4576,class,org.apache.druid.indexing.worker.WorkerHistoryItem.TaskRemoval,git@github.com:apache/incubator-druid.git,8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5
4580,function,org.eclipse.titanium.graph.clustering.PathCluster#addNodeToCluster String|Set<NodeDescriptor>,git@github.com:eclipse/titan.EclipsePlug-ins.git,92bae808bfd4757c9a2f7cc0e59cd17ad801394c
4581,class,org.apache.activemq.store.kahadb.MessageDatabase.LastAck,git@github.com:apache/activemq.git,ccf56875b0660214e0a61bd2f8adc418143551fc
4583,class,org.eclipse.jgit.lib.Ref,git@github.com:eclipse/jgit.git,00523f38a19b073990239b0f837efa14197764c7
4584,class,org.eclipse.jgit.lib.Ref,git@github.com:eclipse/jgit.git,00523f38a19b073990239b0f837efa14197764c7
4585,class,org.apache.drill.exec.compile.ByteCodeLoader.ClassBytesCacheLoader,git@github.com:apache/drill.git,5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3
4587,class,org.apache.royale.compiler.ant.config.ConfigBoolean,git@github.com:apache/royale-compiler.git,fbd9bc3b9e48c80dbd8c1d32a6f83221e314efdd
4590,class,org.eclipse.nebula.widgets.nattable.extension.poi.ExcelCellStyleAttributes,git@github.com:eclipse/nebula.widgets.nattable.git,02b4aba0e0b6998077b40e7d3f892743f7005023
4591,class,java.time.zone.ZoneOffsetTransitionRule,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb
4593,class,org.apache.beam.runners.dataflow.worker.util.BatchGroupAlsoByWindowReshuffleFn,git@github.com:apache/beam.git,a956ff77a8448e5f2c12f6695fec608348b5ab60
4597,function,org.apache.derby.impl.sql.catalog.DDdependableFinder#getDependable DataDictionary|UUID,git@github.com:apache/derby.git,bd246fc89d4fce3f82f8344074ecb8a4713418df
4600,function,com.facebook.ads.sdk.PageInsightsAsyncExportRun.fetchById String|APIContext,git@github.com:facebook/facebook-java-business-sdk.git,561f1a75e1220b55a160a1b92b0187f72be9cd08
4601,function,org.eclipse.xtend.ide.refactoring.ExtractMethodUserInputPage#setVisible boolean,git@github.com:eclipse/xtext-xtend.git,20500a324127e3ee73cb793a13430ee140246fa7
4605,class,org.apache.hyracks.storage.am.lsm.invertedindex.search.ListEditDistanceSearchModifierFactory,git@github.com:apache/asterixdb.git,223d13a06c4a4a58408aeac19674ac1f36f5ff35
4608,class,org.springframework.ide.eclipse.config.ui.editors.integration.mail.graph.parts.OutboundChannelAdapterGraphicalEditPart,git@github.com:spring-projects/spring-ide.git,915fe9bffd50db45ee0b8fb993416e45dee68179
4610,class,org.apache.commons.io.monitor.FileAlterationListener,git@github.com:apache/commons-io.git,19cd138d25fb461dc57125589a026ca0fa8f7805
4611,function,org.apache.syncope.core.persistence.jpa.dao.JPAReportExecDAO#delete String,git@github.com:apache/syncope.git,114c412afbfba24ffb4fbc804e5308a823a16a78
4612,function,org.apache.syncope.core.persistence.jpa.dao.JPAReportExecDAO#delete String,git@github.com:apache/syncope.git,114c412afbfba24ffb4fbc804e5308a823a16a78
4613,class,org.jclouds.ec2.compute.suppliers.EC2ImageSupplier,git@github.com:apache/jclouds.git,c2670079fabe74f163f43fbade0866469f7a84ec
4620,class,org.apache.jackrabbit.jcr2spi.xml.ImportHandler,git@github.com:apache/jackrabbit.git,392b94da5db9d2f5670f2db530eb5952c8189fdb
4621,class,org.apache.hadoop.hbase.io.encoding.HFileBlockDefaultEncodingContext,git@github.com:apache/hbase.git,44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f
4624,class,org.eclipse.milo.opcua.stack.core.types.structured.EventFilter,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685
4625,class,org.apache.james.rrt.lib.AbstractRecipientRewriteTable,git@github.com:apache/james-project.git,fa24a096a5853459c3769a34ccc68feb91626bfa
4628,class,com.alibaba.druid.pool.ha.selector.RandomDataSourceSelector,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1
4629,function,org.apache.asterix.hyracks.bootstrap.ApplicationConfigurator.registerConfigOptions IConfigManager,git@github.com:apache/asterixdb.git,223d13a06c4a4a58408aeac19674ac1f36f5ff35
4630,function,org.apache.zookeeper.recipes.queue.DistributedQueue#element,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9
4633,function,org.apache.samza.system.eventhub.consumer.EventHubSystemConsumer.PartitionReceiverHandlerImpl.PartitionReceiverHandlerImpl SystemStreamPartition|Counter|Counter|SamzaHistogram|Counter|Interceptor|int,git@github.com:apache/samza.git,65d09d7b383be907e3f712af4a28f70895a3165f
4634,function,org.apache.samza.system.eventhub.consumer.EventHubSystemConsumer.PartitionReceiverHandlerImpl.PartitionReceiverHandlerImpl SystemStreamPartition|Counter|Counter|SamzaHistogram|Counter|Interceptor|int,git@github.com:apache/samza.git,65d09d7b383be907e3f712af4a28f70895a3165f
4637,class,org.apache.hive.ptest.execution.ssh.RSyncCommandExecutor,git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53
4639,function,org.apache.kafka.common.metrics.Quota#equals Object,git@github.com:apache/kafka.git,c74acb24eb1da5d16cc2721a63931cd87f79ec66
4642,class,org.apache.ignite.internal.processors.cache.mvcc.msg.PartitionCountersNeighborcastResponse,git@github.com:apache/ignite.git,7a7c407ea41477aae8508bfe871b4e9a67e1b277
4643,function,org.apache.oodt.commons.util.LogEventMultiplexer#streamStarted LogEvent,git@github.com:apache/oodt.git,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb
4644,function,org.apache.oodt.commons.util.LogEventMultiplexer#streamStarted LogEvent,git@github.com:apache/oodt.git,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb
4645,function,org.apache.beam.sdk.transforms.ApproximateQuantiles.QuantileState#collapse Iterable<QuantileBuffer<T>>,git@github.com:apache/beam.git,a956ff77a8448e5f2c12f6695fec608348b5ab60
4648,class,org.apache.kylin.job.impl.threadpool.DistributedScheduler.JobRunner,git@github.com:apache/kylin.git,6ee0212af9d5b50096850c9cb76031b7cdd67402
4649,class,org.apache.hadoop.ozone.lease.Lease,git@github.com:apache/hadoop.git,128dd91e10080bdcbcd7d555fa3c4105e55a6b51
4650,class,org.apache.hadoop.ozone.lease.Lease,git@github.com:apache/hadoop.git,128dd91e10080bdcbcd7d555fa3c4105e55a6b51
4651,class,org.apache.uima.tools.cpm.CpmFrame,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7
4654,class,org.apache.zookeeper.KeeperException.InvalidACLException,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9
4655,class,org.apache.calcite.sql.SqlDialect.Context,git@github.com:apache/calcite.git,a648f9c12309cc253628930b0cab98591caa66ab
4656,class,org.apache.calcite.sql.SqlDialect.Context,git@github.com:apache/calcite.git,a648f9c12309cc253628930b0cab98591caa66ab
4657,class,org.springframework.roo.felix.BundleSymbolicName,git@github.com:spring-projects/spring-roo.git,4a2e9f1eb17d4e49ad947503a63afef7d5a37842
4660,class,org.apache.manifoldcf.crawler.jobs.TrackerClass.HistoryRecord,git@github.com:apache/manifoldcf.git,542db79eb8662c086e39ee7deac743da430f5714
4666,class,com.google.crypto.tink.integration.gcpkms.GcpKmsAead,git@github.com:google/tink.git,ba64189ae1a44c2935f060a4de06bdc2df721a93
4667,class,org.apache.ignite.internal.client.marshaller.jdk.GridClientJdkMarshaller,git@github.com:apache/ignite.git,7a7c407ea41477aae8508bfe871b4e9a67e1b277
4670,class,org.springframework.samples.hadoop.pig.PasswordService,git@github.com:spring-projects/spring-hadoop-samples-old.git,abeba172e8e536cc4fcb8e470711e693adc5bc7c
4672,function,org.apache.pinot.thirdeye.dashboard.resources.MetricConfigResource#createMetricConfig String|String|String|boolean|boolean|String|String|String|String|boolean|String|Double,git@github.com:apache/incubator-pinot.git,d58f8bce4b59de096b4ee9fee61c679482dd1d7d
4675,function,com.epam.dlab.rest.mappers.ResourceNotFoundExceptionMapper#toResponse ResourceNotFoundException,git@github.com:epam/DLab.git,34483ee52cf8b79c4e51a54c82171564e5b8d50a
5094,class,org.apache.storm.starter.trident.TridentFastWordCount.Split,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559
5096,function,org.apache.maven.index.context.DefaultIndexingContext#deleteIndexFiles boolean,git@github.com:apache/maven-indexer.git,8fcb8551345c78871a6adbc0f7238ccd408178d3
5097,function,org.apache.jackrabbit.core.version.VersionItemStateManager#setNodeReferences ChangeLog,git@github.com:apache/jackrabbit.git,392b94da5db9d2f5670f2db530eb5952c8189fdb
5102,function,org.springframework.ide.eclipse.editor.support.yaml.reconcile.SchemaBasedYamlASTReconciler#getMessage Exception,git@github.com:spring-projects/spring-ide.git,915fe9bffd50db45ee0b8fb993416e45dee68179
5103,function,com.alipay.dw.jstorm.example.userdefined.scheduler.TaskInDifferentNodeTopology.main String[],git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559
5106,class,org.apache.solr.core.TransientSolrCoreCacheDefault,git@github.com:apache/lucene-solr.git,bca22d58e2d126ec6d349d375d3ea028892104e1
5107,class,org.springframework.data.gemfire.config.xml.GatewayReceiverParser,git@github.com:spring-projects/spring-data-geode.git,5dc269da02933c9e9031f38ff1b27b8b1ee7c31b
5108,class,org.springframework.data.gemfire.config.xml.GatewayReceiverParser,git@github.com:spring-projects/spring-data-geode.git,5dc269da02933c9e9031f38ff1b27b8b1ee7c31b
5109,function,org.robolectric.internal.bytecode.ShadowMap#checkShadowPickers String|Class<?>,git@github.com:robolectric/robolectric.git,525bfcfc0e0ed1653ad57341b564c6857e11dc50
5112,function,org.eclipse.jetty.websocket.api.WebSocketPolicy#setAsyncWriteTimeout long,git@github.com:eclipse/jetty.project.git,65528f76c5ef6ddca11385f9721c8f0bc5f2eed7
5113,class,org.apache.tomcat.jni.Socket,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad
5116,class,com.facebook.litho.sections.ChangeSet,git@github.com:facebook/litho.git,19503b819b97e17d02f584633508dca8c646911a
5117,function,org.netbeans.html.boot.impl.JavaScriptProcesor#getSupportedSourceVersion,git@github.com:apache/incubator-netbeans-html4j.git,7b354fd0de6a8aeba13aab8264de1c974af5d9c0
